,id,income,recency,wines,fruits,meat,fish,sweets,gold,customers_engagement,age,kids,total_amount_spent,marital_status,education
1070,10536,32892.0,78,26,0,15,2,1,2,0,43,1,46,In relationship,PG
1071,11112,70713.0,23,736,114,279,82,76,190,2,48,1,1477,In relationship,PG
1072,3807,59925.0,83,473,21,176,19,21,56,2,59,1,766,In relationship,PG
1073,9197,39722.0,92,32,0,5,2,0,8,0,61,1,47,In relationship,PG
1074,10832,46610.0,4,288,10,30,4,10,125,1,56,0,467,In relationship,PG
1075,6421,88347.0,32,1050,178,555,77,138,118,1,53,0,2116,In relationship,PG
1076,4207,87171.0,27,1001,44,107,58,44,44,1,33,0,1298,In relationship,PG
1077,577,26907.0,10,9,1,7,0,3,2,1,38,2,22,In relationship,PG
1078,10855,50014.0,9,234,14,77,19,10,42,0,46,1,396,Single,PG
1079,3081,41014.0,65,7,2,6,2,0,3,1,36,1,20,In relationship,PG
1080,3535,66294.0,68,251,108,334,65,92,117,0,49,0,967,Single,PG
1081,247,36715.0,16,172,10,125,21,13,16,2,43,1,357,In relationship,PG
1082,8707,79456.0,12,565,42,548,64,83,99,2,58,0,1401,In relationship,PG
1083,9523,40479.0,95,5,0,8,2,0,0,1,32,1,15,In relationship,PG
1084,6072,75345.0,16,918,57,842,99,38,133,1,44,0,2087,Single,PG
1085,6295,54233.0,46,652,8,158,21,0,142,1,37,1,981,In relationship,PG
1086,10914,24163.0,3,4,1,7,2,1,2,1,44,2,17,Single,PG
1087,1509,84460.0,80,152,27,103,106,54,81,1,56,0,523,In relationship,PG
1088,5577,43776.0,77,8,0,9,2,1,3,0,31,1,23,In relationship,PG
1089,7348,71691.0,0,336,130,411,240,32,43,0,56,0,1192,Single,PG
1090,1127,85844.0,62,938,19,843,25,95,38,0,41,0,1958,In relationship,PG
1091,1833,39190.0,91,68,8,18,19,8,12,0,40,1,133,Single,PG
1092,4944,71367.0,24,227,23,389,42,21,75,1,55,0,777,In relationship,PG
1093,9080,38578.0,2,38,4,22,3,3,3,1,42,2,73,Single,PG
1094,6466,57236.0,22,105,0,9,2,1,4,0,49,2,121,In relationship,PG
1095,9964,61825.0,56,162,50,100,55,30,27,1,35,1,424,Single,PG
1096,4790,79803.0,54,574,8,216,21,16,33,0,56,1,868,Single,PG
1097,10245,80910.0,71,160,80,369,67,39,41,2,28,0,756,Single,PG
1098,1109,27590.0,38,6,0,5,0,0,1,1,32,1,12,In relationship,PG
1099,6001,56775.0,62,614,35,160,58,35,35,1,35,1,937,In relationship,PG
1100,5538,83829.0,78,897,161,430,186,161,27,1,39,0,1862,Single,PG
1101,10552,54210.0,18,70,54,109,80,9,45,1,35,1,367,In relationship,PG
1102,1545,38508.0,95,120,19,206,25,19,54,1,28,1,443,In relationship,PG
1103,7409,53187.0,66,211,2,30,7,7,10,1,44,1,267,In relationship,PG
1104,4444,30023.0,28,11,0,16,7,6,21,0,42,1,61,In relationship,PG
1105,146,76045.0,78,760,53,400,17,93,0,1,54,0,1323,Single,PG
1106,6271,50870.0,13,53,0,8,0,0,2,0,62,1,63,In relationship,PG
1107,10065,15315.0,27,7,4,13,15,8,17,1,44,0,64,In relationship,PG
1108,4741,65463.0,17,391,32,70,21,32,16,0,40,1,562,In relationship,PG
1109,246,66480.0,71,199,9,57,20,21,6,0,49,2,312,In relationship,PG
1110,375,76773.0,79,516,56,449,86,33,16,1,60,0,1156,Single,PG
1111,1524,81698.0,1,709,45,115,30,160,45,1,31,0,1104,Single,PG
1112,10022,54466.0,78,12,0,4,0,0,0,0,41,2,16,Single,PG
1113,7451,98777.0,23,1000,19,711,125,115,38,0,54,0,2008,Single,PG
1114,11010,16269.0,75,19,3,18,3,1,0,1,30,1,44,Single,PG
1115,4356,71819.0,70,1224,28,140,0,14,168,1,43,1,1574,In relationship,PG
1116,3885,33569.0,10,16,2,18,3,0,24,1,31,1,63,In relationship,PG
1117,1175,36262.0,24,88,39,54,64,28,153,1,31,0,426,In relationship,PG
1118,880,22634.0,47,2,23,11,8,6,46,1,48,0,96,In relationship,UG
1119,2320,47025.0,98,508,11,59,23,5,29,1,36,1,635,In relationship,PG
1120,850,70566.0,4,381,28,215,84,28,21,1,46,1,757,Single,PG
1121,4713,31605.0,15,74,0,42,2,1,6,2,35,1,125,In relationship,PG
1122,675,52034.0,67,146,0,93,7,13,73,1,41,2,332,Single,PG
1123,5025,48526.0,32,23,17,23,43,20,9,1,35,1,135,Single,PG
1124,2308,46734.0,40,110,5,137,26,23,29,2,60,1,330,In relationship,PG
1125,5995,39552.0,54,165,3,147,4,24,41,2,52,2,384,Single,PG
1126,6749,86358.0,78,957,47,494,82,47,95,2,48,2,1722,Single,PG
1127,1010,46931.0,94,41,0,17,3,1,16,0,37,3,78,In relationship,PG
1128,8977,16581.0,51,1,3,4,2,3,11,1,29,0,24,Single,UG
1129,4756,63998.0,42,176,29,818,0,33,112,1,62,0,1168,Single,PG
1130,3412,67381.0,67,815,8,53,11,0,70,1,63,1,957,In relationship,PG
1131,606,25930.0,87,6,1,2,2,0,4,1,47,2,15,Single,PG
1132,5961,42693.0,29,8,4,20,6,3,16,0,36,1,57,In relationship,PG
1133,2975,85606.0,89,717,42,864,219,30,84,2,38,1,1956,In relationship,PG
1134,2894,72903.0,74,1067,138,750,0,19,39,1,29,0,2013,Single,PG
1135,7613,49669.0,97,166,5,107,11,8,29,0,40,1,326,In relationship,PG
1136,10542,36778.0,63,29,4,34,2,4,4,2,46,2,77,In relationship,PG
1137,8015,85696.0,88,714,76,395,116,0,12,1,52,0,1313,Single,PG
1138,10617,10979.0,34,8,4,10,2,2,4,0,25,0,30,Single,PG
1139,11166,49678.0,81,229,5,56,3,2,20,1,53,1,315,In relationship,PG
1140,849,56129.0,65,320,48,133,39,72,48,1,61,1,660,In relationship,PG
1141,523,37155.0,51,23,0,26,7,15,3,1,25,1,74,In relationship,PG
1142,4066,21282.0,76,1,5,8,4,8,20,0,36,1,46,Single,PG
1143,8414,33419.0,76,56,0,12,0,0,18,1,52,1,86,Single,PG
1144,819,63285.0,84,508,124,249,50,38,134,1,69,0,1103,Single,PG
1145,4961,21255.0,56,29,0,25,2,2,3,0,40,1,61,In relationship,PG
1146,749,42162.0,31,46,7,59,2,4,27,1,33,1,145,In relationship,PG
1147,5430,54450.0,0,454,0,171,8,19,32,2,58,2,684,In relationship,PG
1148,7755,57744.0,91,350,3,39,0,0,19,1,60,1,411,In relationship,PG
1149,10525,26576.0,40,10,0,8,0,0,9,2,28,1,27,Single,PG
1150,1453,57513.0,59,735,40,183,52,20,30,1,71,0,1060,Single,PG
1151,8310,68142.0,96,897,126,196,91,112,37,2,50,1,1459,In relationship,PG
1152,10710,7500.0,61,5,2,3,3,0,5,2,35,1,18,In relationship,PG
1153,5031,83145.0,14,777,35,731,39,137,114,2,40,0,1833,In relationship,PG
1154,2613,54197.0,16,162,6,37,6,13,13,0,54,1,237,In relationship,PG
1155,213,23091.0,98,35,0,11,0,0,2,0,51,2,48,Single,PG
1156,967,46049.0,11,342,9,112,19,14,19,1,38,2,515,In relationship,PG
1157,1077,56715.0,52,258,105,239,237,172,9,2,40,0,1020,In relationship,PG
1158,7959,79410.0,19,658,80,483,123,13,13,0,53,0,1370,In relationship,PG
1159,640,57304.0,61,356,80,329,138,17,106,1,63,1,1026,In relationship,PG
1160,4252,44375.0,73,213,5,28,7,7,41,0,49,1,301,In relationship,PG
1161,8432,54450.0,0,454,0,171,8,19,32,2,58,2,684,In relationship,PG
1162,6218,59594.0,74,457,4,29,0,0,9,2,49,1,499,In relationship,PG
1163,6905,80685.0,55,241,45,604,34,26,54,2,20,0,1004,In relationship,PG
1164,5922,40344.0,48,210,0,6,0,0,2,1,40,1,218,In relationship,PG
1165,3598,62710.0,53,441,35,83,7,29,11,1,42,1,606,In relationship,PG
1166,6116,48985.0,13,19,13,18,10,7,8,1,46,1,75,In relationship,PG
1167,6263,35322.0,34,28,9,37,12,7,13,2,46,3,106,In relationship,PG
1168,10486,77142.0,54,476,75,162,29,151,97,1,66,0,990,In relationship,PG
1169,2410,81657.0,69,364,40,425,158,60,50,0,45,0,1097,Single,PG
1170,193,14421.0,81,0,0,2,3,3,8,0,18,0,16,In relationship,UG
1171,3363,20130.0,99,0,6,3,7,6,12,0,40,0,34,In relationship,PG
1172,8278,74214.0,3,863,83,547,86,99,33,2,24,0,1711,In relationship,PG
1173,10660,66726.0,61,349,7,35,0,0,47,0,57,2,438,In relationship,PG
1174,8686,23724.0,65,5,23,15,0,18,14,1,35,1,75,In relationship,UG
1175,1604,47353.0,93,184,2,19,8,8,4,1,54,1,225,In relationship,PG
1176,5907,33444.0,24,8,0,8,0,0,2,2,62,2,18,In relationship,PG
1177,10669,54386.0,8,277,21,64,62,21,25,1,33,1,470,In relationship,PG
1178,2918,28510.0,72,44,5,19,0,4,19,1,33,2,91,Single,PG
1179,5735,90638.0,29,1156,120,915,94,144,96,0,23,0,2525,Single,PG
1180,359,48070.0,33,373,14,83,6,9,19,1,64,1,504,In relationship,PG
1181,8387,43140.0,68,134,8,76,6,0,11,1,57,1,235,In relationship,PG
1182,1829,54959.0,55,1148,0,60,0,0,24,1,53,1,1232,Single,PG
1183,3839,15056.0,76,6,12,3,21,6,40,1,56,2,88,Single,UG
1184,9392,26954.0,17,4,1,11,0,0,1,0,43,1,17,Single,PG
1185,2292,22327.0,94,5,4,8,2,0,5,1,29,1,24,Single,PG
1186,10466,44393.0,86,24,2,20,2,2,10,1,49,2,60,In relationship,PG
1187,9855,62000.0,25,899,0,101,0,0,20,1,62,1,1020,Single,PG
1188,4088,31497.0,22,108,1,28,13,1,4,2,52,1,155,In relationship,PG
1189,5231,45894.0,15,27,2,7,0,2,13,0,40,2,51,In relationship,PG
1190,590,78579.0,35,816,66,549,216,66,99,2,44,0,1812,Single,PG
1191,8732,67369.0,81,1298,0,70,37,14,42,2,45,1,1461,Single,PG
1192,2315,58401.0,55,10,0,11,17,29,29,0,54,1,96,Single,PG
1193,3515,62307.0,94,87,13,34,10,6,10,0,62,1,160,Single,PG
1194,2245,43641.0,50,57,2,51,4,2,23,1,45,2,139,In relationship,PG
1195,6283,63841.0,64,635,15,100,20,7,131,1,46,1,908,Single,PG
1196,2246,46891.0,91,43,12,23,29,15,61,1,49,1,183,In relationship,PG
1197,6606,70091.0,11,964,34,137,15,0,11,1,45,1,1161,In relationship,PG
1198,5545,78075.0,72,572,8,259,34,35,80,0,42,0,988,In relationship,PG
1199,7342,59184.0,6,341,142,113,259,151,66,2,53,1,1072,Single,PG
1200,837,54809.0,0,63,6,57,13,13,22,1,37,2,174,In relationship,PG
1201,9500,58113.0,66,221,104,169,102,78,84,1,55,1,758,In relationship,PG
1202,3602,51412.0,42,140,3,29,4,5,14,1,56,1,195,In relationship,PG
1203,234,15287.0,60,1,2,8,4,3,13,2,35,1,31,Single,PG
1204,2995,66636.0,64,291,10,689,84,10,0,1,57,0,1084,In relationship,PG
1205,1118,50965.0,87,544,13,85,8,6,29,1,58,1,685,In relationship,PG
1206,7789,84618.0,96,684,100,801,21,66,0,1,49,0,1672,In relationship,PG
1207,3068,18351.0,1,1,12,9,0,14,7,1,24,0,43,In relationship,PG
1208,8955,40451.0,54,35,0,4,0,0,10,0,57,2,49,In relationship,PG
1209,945,36317.0,53,87,3,25,3,2,13,1,49,1,133,In relationship,PG
1210,5644,42213.0,96,309,3,24,4,3,20,1,57,1,363,In relationship,PG
1211,7192,65748.0,58,172,73,93,95,78,34,1,59,1,545,In relationship,PG
1212,2324,77044.0,12,625,38,242,50,34,76,1,42,1,1065,In relationship,PG
1213,697,74918.0,78,972,59,913,25,19,59,1,45,0,2047,In relationship,PG
1214,3439,56721.0,64,157,6,39,6,13,75,2,42,2,296,In relationship,PG
1215,1506,42160.0,26,48,9,45,3,15,20,1,39,2,140,Single,PG
1216,232,61559.0,8,279,83,88,32,14,34,1,49,1,530,Single,PG
1217,8876,33629.0,49,132,0,16,0,0,4,2,51,2,152,In relationship,PG
1218,4500,68682.0,56,919,0,505,99,30,45,1,23,0,1598,In relationship,PG
1219,9739,34377.0,55,62,0,22,3,1,26,1,51,1,114,Single,PG
1220,10395,8940.0,25,1,45,3,4,6,42,2,28,1,101,Single,UG
1221,1176,26228.0,50,2,6,4,3,1,9,1,41,1,25,In relationship,PG
1222,1627,77297.0,84,408,61,109,48,122,41,1,57,0,789,Single,PG
1223,938,40211.0,30,51,1,7,2,1,25,1,33,2,87,In relationship,PG
1224,2740,33438.0,81,62,1,16,3,2,6,1,56,2,90,Single,PG
1225,257,75032.0,74,952,12,180,47,12,12,1,55,1,1215,In relationship,PG
1226,4058,61284.0,76,618,15,106,20,7,45,1,59,0,811,Single,PG
1227,7736,22518.0,36,11,7,12,2,2,27,2,28,1,61,In relationship,PG
1228,8210,54730.0,64,318,3,17,4,7,56,1,39,1,405,In relationship,PG
1229,833,38452.0,62,56,0,14,0,0,2,0,59,2,72,In relationship,PG
1230,6230,44421.0,53,110,5,59,7,1,7,1,43,2,189,Single,PG
1231,7325,38197.0,86,23,0,11,2,1,3,1,28,1,40,In relationship,PG
1232,1307,41986.0,15,27,5,8,8,3,12,0,36,1,63,Single,PG
1233,1502,28427.0,67,18,3,19,3,3,6,1,31,1,52,In relationship,PG
1234,6211,37395.0,47,18,0,9,0,1,11,0,38,1,39,In relationship,PG
1235,843,64722.0,47,303,0,280,60,147,15,0,43,1,805,In relationship,PG
1236,4174,55249.0,81,97,1,19,2,0,11,0,58,1,130,In relationship,PG
1237,9757,84906.0,98,997,15,414,99,30,76,1,42,0,1631,In relationship,PG
1238,6918,28691.0,56,5,4,13,8,0,4,1,25,1,34,In relationship,PG
1239,286,44213.0,48,95,11,35,0,4,7,1,62,2,152,Single,PG
1240,11086,25707.0,18,1,6,2,3,6,3,0,30,1,21,Single,UG
1241,1921,59062.0,74,46,1,12,3,0,9,1,47,3,71,In relationship,PG
1242,4138,76624.0,68,411,106,147,54,115,66,0,52,1,899,Single,PG
1243,7718,66000.0,36,244,51,270,101,0,45,0,67,0,711,In relationship,PG
1244,1291,27683.0,90,152,9,121,12,12,45,2,36,1,351,In relationship,PG
1245,6862,1730.0,65,1,1,3,1,1,1,0,43,0,8,Single,PG
1246,4136,7500.0,63,10,17,18,8,26,40,2,22,1,119,Single,UG
1247,803,40521.0,82,12,0,5,0,0,4,1,46,2,21,In relationship,PG
1248,4298,20427.0,63,5,0,4,0,0,1,0,41,1,10,In relationship,PG
1249,10833,65106.0,55,790,19,133,12,0,19,0,39,1,973,In relationship,PG
1250,9606,69969.0,64,882,29,514,38,29,44,1,49,0,1536,In relationship,PG
1251,8534,67433.0,51,615,28,259,12,48,30,1,62,2,992,In relationship,PG
1252,5153,77766.0,97,1004,59,265,115,59,27,1,47,1,1529,In relationship,PG
1253,961,74716.0,92,133,27,421,13,195,71,1,42,1,860,In relationship,PG
1254,5011,68118.0,51,595,23,123,10,23,154,1,51,1,928,Single,PG
1255,6653,55158.0,72,293,0,87,4,11,23,2,44,2,418,In relationship,PG
1256,9094,62972.0,39,313,15,47,20,0,192,2,59,1,587,In relationship,PG
1257,810,74190.0,49,151,81,86,168,91,64,0,39,1,641,In relationship,PG
1258,5493,39356.0,21,15,0,2,0,0,6,0,38,2,23,In relationship,PG
1259,2147,76653.0,91,736,63,946,219,189,126,1,45,0,2279,In relationship,PG
1260,5107,35860.0,37,15,0,8,4,2,20,0,41,2,49,Single,PG
1261,3979,90687.0,98,982,17,672,23,34,51,1,31,0,1779,Single,PG
1262,6049,73450.0,85,1142,51,415,90,69,37,1,32,0,1804,In relationship,PG
1263,8147,31454.0,40,28,0,11,0,0,9,1,54,2,48,In relationship,PG
1264,1857,47139.0,2,46,0,12,0,2,23,0,62,2,83,Single,PG
1265,3910,83829.0,78,897,161,430,186,161,27,1,39,0,1862,Single,PG
1266,5207,53378.0,41,489,6,152,8,6,132,2,51,2,793,In relationship,PG
1267,11114,19656.0,94,25,4,9,6,8,32,1,44,1,84,In relationship,PG
1268,5429,45579.0,10,145,1,33,2,1,1,1,66,1,183,In relationship,PG
1269,9400,85485.0,73,630,26,611,44,18,54,0,56,0,1383,Single,PG
1270,1740,55956.0,22,760,38,104,50,9,38,0,70,0,999,In relationship,PG
1271,7488,64191.0,30,420,15,186,151,38,15,1,51,1,825,Single,PG
1272,195,38808.0,21,125,17,52,3,19,30,2,42,1,246,Single,PG
1273,635,57183.0,51,464,5,64,7,0,70,1,48,2,610,In relationship,PG
1274,7527,23748.0,97,6,6,29,12,15,8,2,46,1,76,Single,PG
1275,10319,66303.0,56,1090,12,96,16,12,60,1,43,1,1286,In relationship,PG
1276,2296,37368.0,4,3,2,11,2,2,10,1,39,1,30,In relationship,PG
1277,10637,40800.0,77,24,0,27,8,30,10,1,50,3,99,In relationship,PG
1278,2931,71847.0,95,737,21,106,55,63,210,2,36,0,1192,Single,PG
1279,907,46149.0,36,254,6,71,4,0,27,1,39,1,362,In relationship,PG
1280,3698,78687.0,13,817,185,687,145,55,241,2,31,0,2130,In relationship,PG
1281,9516,49118.0,90,620,54,239,99,98,119,2,43,0,1229,Single,PG
1282,679,37633.0,49,13,4,20,0,0,1,2,57,2,38,In relationship,PG
1283,7384,39767.0,18,113,61,204,34,26,47,1,63,0,485,In relationship,PG
1284,5043,26997.0,89,7,23,78,133,49,144,2,63,0,434,In relationship,UG
1285,5267,33986.0,43,16,2,18,2,1,5,1,44,1,44,Single,PG
1286,339,57091.0,82,462,0,24,6,0,4,2,42,1,496,In relationship,PG
1287,2516,46831.0,84,22,2,10,6,4,34,1,45,2,78,In relationship,PG
1288,9010,83151.0,80,968,147,842,137,42,210,1,42,0,2346,In relationship,PG
1289,378,52531.0,68,283,112,151,51,72,125,2,43,0,794,In relationship,PG
1290,4808,15759.0,12,1,2,5,6,0,3,1,58,0,17,In relationship,PG
1291,5068,22804.0,75,14,1,7,2,1,1,1,43,1,26,Single,PG
1292,7628,43050.0,10,30,5,24,6,3,8,0,41,1,76,In relationship,PG
1293,7128,42997.0,91,4,0,5,0,1,5,1,37,2,15,Single,PG
1294,2811,48918.0,21,52,0,9,0,0,1,0,51,2,62,Single,PG
1295,3551,60033.0,28,62,1,57,19,11,48,0,60,1,198,In relationship,PG
1296,1663,34043.0,97,20,2,14,3,0,10,1,36,1,49,In relationship,PG
1297,5543,57811.0,49,545,7,114,37,21,78,1,48,1,802,In relationship,PG
1298,1577,78569.0,14,558,79,622,207,175,95,0,68,0,1736,In relationship,PG
1299,10641,7500.0,5,6,5,4,13,4,25,2,36,2,57,Single,PG
1300,5336,157733.0,37,39,1,9,2,0,8,1,43,1,59,In relationship,PG
1301,6024,94384.0,62,1111,24,790,160,45,172,1,61,0,2302,In relationship,PG
1302,1878,23148.0,83,4,6,8,6,3,10,0,29,0,37,In relationship,PG
1303,3099,44267.0,48,183,5,65,3,5,49,1,44,2,310,Single,PG
1304,6055,71626.0,94,546,72,376,94,145,72,2,35,0,1305,In relationship,PG
1305,5841,60894.0,61,606,7,155,10,0,54,1,48,1,832,In relationship,PG
1306,3972,50200.0,70,266,6,51,8,6,64,1,38,2,401,In relationship,PG
1307,4394,81051.0,43,1142,29,249,38,29,14,0,49,0,1501,In relationship,PG
1308,5758,65169.0,23,1074,0,69,0,0,46,0,32,0,1189,In relationship,PG
1309,6658,59868.0,37,771,51,154,54,10,154,1,42,1,1194,In relationship,PG
1310,4603,65695.0,50,371,32,189,0,58,6,0,54,1,656,In relationship,PG
1311,8427,64857.0,78,556,14,717,210,0,43,2,58,0,1540,Single,PG
1312,10260,45143.0,74,202,5,74,11,5,14,1,49,1,311,In relationship,PG
1313,7143,74805.0,14,209,162,209,41,162,37,1,59,1,820,In relationship,PG
1314,8789,59060.0,77,35,40,111,36,40,12,0,25,1,274,In relationship,PG
1315,6197,27238.0,39,37,0,17,0,0,3,1,52,2,57,Single,PG
1316,4554,47009.0,89,171,45,73,59,10,90,1,49,1,448,In relationship,PG
1317,4937,46094.0,62,12,2,20,3,2,5,0,41,2,44,In relationship,PG
1318,1920,40321.0,59,44,4,21,6,0,27,1,42,2,102,In relationship,PG
1319,8749,37235.0,68,20,2,9,4,6,20,0,30,1,61,In relationship,PG
1320,1650,81843.0,13,779,86,537,34,69,138,1,54,0,1643,In relationship,PG
1321,10377,46692.0,37,170,6,97,24,12,88,1,56,1,397,In relationship,PG
1322,9206,77382.0,36,491,48,231,112,105,134,0,46,1,1121,In relationship,PG
1323,10971,37774.0,28,173,8,107,7,2,176,2,37,2,473,Single,PG
1324,6398,18393.0,2,7,10,13,16,0,4,0,40,1,50,In relationship,UG
1325,9212,72828.0,17,1205,0,235,19,14,205,1,52,1,1678,In relationship,PG
1326,7937,24711.0,86,10,7,25,6,3,7,0,32,0,58,In relationship,PG
1327,839,45503.0,54,97,4,44,6,1,18,1,39,1,170,In relationship,PG
1328,4246,6560.0,2,67,11,26,4,3,262,1,32,0,373,Single,PG
1329,158,71604.0,3,345,53,528,98,75,97,1,69,0,1196,In relationship,PG
1330,4832,27244.0,84,6,5,17,3,24,46,0,35,1,101,In relationship,PG
1331,5621,48752.0,8,73,57,100,71,15,0,2,45,2,316,In relationship,PG
1332,1945,71434.0,4,711,36,217,172,96,168,1,52,1,1400,In relationship,PG
1333,5147,90842.0,57,774,70,118,182,187,93,1,66,0,1424,Single,PG
1334,2535,88097.0,24,163,0,480,0,126,75,2,36,1,844,In relationship,PG
1335,11039,51948.0,51,82,33,54,71,30,41,1,39,1,311,In relationship,PG
1336,9495,71853.0,29,358,108,413,141,97,32,1,32,0,1149,In relationship,PG
1337,9635,35876.0,13,66,2,40,4,3,14,0,31,0,129,In relationship,PG
1338,2173,40049.0,23,13,6,7,0,3,3,1,62,1,32,Single,PG
1339,942,39660.0,36,139,13,78,20,13,36,2,32,1,299,Single,PG
1340,9386,50127.0,88,274,0,21,4,6,15,0,52,1,320,In relationship,PG
1341,5510,43263.0,2,262,6,61,0,10,102,2,37,1,441,In relationship,PG
1342,873,62845.0,3,1099,0,45,0,0,34,2,65,2,1178,In relationship,PG
1343,2253,18929.0,15,32,0,8,23,4,18,1,24,0,85,In relationship,PG
1344,5181,24367.0,58,2,4,2,0,11,5,1,32,1,24,Single,UG
1345,979,33249.0,11,6,10,21,19,14,42,1,39,1,112,Single,PG
1346,10390,26887.0,27,6,7,4,3,4,6,1,55,1,30,In relationship,PG
1347,4698,50150.0,32,135,46,92,65,61,11,1,31,0,410,In relationship,PG
1348,7793,62061.0,12,641,7,84,0,30,38,1,38,1,800,In relationship,PG
1349,1745,85696.0,88,714,76,395,116,0,12,1,52,0,1313,Single,PG
1350,10590,76542.0,91,794,73,573,0,29,14,1,58,0,1483,In relationship,PG
1351,5080,70515.0,12,420,0,452,182,64,140,1,21,0,1258,Single,PG
1352,8369,18227.0,21,1,2,7,4,3,11,2,27,1,28,In relationship,PG
1353,5232,69139.0,23,86,12,75,33,15,6,0,49,1,227,In relationship,PG
1354,2407,69109.0,10,823,25,459,124,29,95,2,32,0,1555,In relationship,PG
1355,3834,69627.0,35,231,161,215,171,30,53,1,52,1,861,Single,PG
1356,7912,38136.0,69,8,15,27,0,20,33,1,36,1,103,In relationship,PG
1357,7712,62159.0,68,182,17,259,77,70,29,0,68,0,634,Single,PG
1358,1065,80695.0,85,557,129,984,193,37,18,1,51,0,1918,Single,PG
1359,7275,33316.0,34,79,1,31,4,4,12,1,43,2,131,Single,PG
1360,1343,58554.0,55,368,24,68,38,0,88,2,46,2,586,In relationship,PG
1361,1384,17256.0,10,6,4,14,8,8,22,1,22,1,62,In relationship,UG
1362,9967,53034.0,30,160,15,196,15,11,50,1,40,2,447,Single,PG
1363,6181,52203.0,36,488,21,238,56,108,28,2,64,0,939,In relationship,PG
1364,10507,59601.0,14,691,7,69,0,7,23,1,37,1,797,Single,PG
1365,2674,75154.0,79,543,10,205,160,143,82,2,56,1,1143,Single,PG
1366,2698,47025.0,52,254,7,108,20,0,26,1,38,1,415,Single,PG
1367,3231,37971.0,97,5,4,10,2,2,7,1,41,1,30,In relationship,PG
1368,4096,41335.0,24,112,19,21,16,14,5,1,46,1,187,Single,PG
1369,10476,67267.0,0,134,11,59,15,2,30,0,56,1,251,In relationship,PG
1370,5948,57338.0,96,143,6,52,11,8,17,0,39,1,237,Single,PG
1371,9140,50523.0,89,51,4,24,4,7,1,1,54,2,91,In relationship,PG
1372,10258,35791.0,94,27,0,5,0,0,3,1,49,3,35,Single,PG
1373,5675,50611.0,98,459,0,24,6,0,4,2,54,1,493,Single,PG
1374,4743,56242.0,72,689,8,167,11,8,88,1,45,1,971,In relationship,PG
1375,8805,48904.0,1,283,10,38,0,13,27,2,54,1,371,Single,PG
1376,1542,56243.0,26,347,0,35,4,3,7,1,39,3,396,Single,PG
1377,6770,21355.0,5,5,13,14,0,5,31,1,29,1,68,In relationship,PG
1378,8773,57420.0,22,280,0,18,0,0,24,1,43,1,322,In relationship,PG
1380,10420,46390.0,56,95,14,64,2,9,38,0,59,1,222,Single,PG
1381,7514,54342.0,74,84,10,34,11,10,28,1,58,2,177,In relationship,PG
1384,793,20895.0,24,18,3,17,3,0,4,2,41,1,45,In relationship,PG
1385,10909,92344.0,9,992,24,694,51,19,119,0,66,0,1899,In relationship,PG
1387,8702,26907.0,10,9,1,7,0,3,2,1,38,2,22,In relationship,PG
1388,4791,44964.0,35,19,1,17,2,0,2,2,34,2,41,In relationship,PG
1389,2963,75507.0,56,709,93,374,104,80,80,0,35,0,1440,In relationship,PG
1390,8216,53761.0,7,158,0,76,13,7,71,1,42,2,325,In relationship,PG
1391,8140,22682.0,51,10,14,29,4,2,36,1,41,1,95,In relationship,PG
1392,10146,38887.0,17,25,1,13,0,0,3,0,42,1,42,In relationship,PG
1393,5289,41658.0,30,8,4,12,15,4,29,2,39,2,72,Single,PG
1394,2587,29791.0,21,14,0,6,0,0,0,0,42,1,20,In relationship,PG
1395,4405,63915.0,2,622,7,115,30,0,15,1,58,2,789,In relationship,PG
1396,8663,39996.0,85,11,0,3,0,0,1,0,40,2,15,Single,PG
1397,2589,26759.0,65,25,3,16,8,5,2,0,42,1,59,Single,PG
1398,3421,63841.0,64,635,15,100,20,7,131,1,46,1,908,Single,PG
1399,10490,51039.0,11,100,64,79,65,0,109,2,45,2,417,In relationship,PG
1400,4094,60544.0,92,201,2,43,3,5,35,2,53,2,289,In relationship,PG
1401,9958,65685.0,54,642,14,49,0,7,57,0,42,1,769,In relationship,PG
1402,2534,37716.0,4,97,1,41,6,2,41,0,61,1,188,In relationship,PG
1403,4188,36864.0,53,204,5,39,17,0,89,2,57,1,354,Single,PG
1404,6613,44511.0,39,513,7,133,46,14,14,2,44,1,727,In relationship,PG
1405,10827,36947.0,49,88,3,21,4,1,29,2,47,2,146,In relationship,PG
1406,5491,47352.0,70,172,12,112,8,0,15,1,63,1,319,In relationship,PG
1407,8402,67087.0,40,329,35,222,130,35,43,1,61,1,794,In relationship,PG
1408,8783,57045.0,40,296,13,104,11,13,17,2,64,1,454,In relationship,PG
1409,10010,36957.0,43,100,2,16,2,1,31,2,61,2,152,Single,PG
1410,618,69389.0,17,422,7,238,69,46,15,2,37,1,797,In relationship,PG
1411,9121,80134.0,40,1218,16,272,104,0,80,1,42,1,1690,In relationship,PG
1412,361,43142.0,84,5,1,7,2,1,4,0,45,2,20,In relationship,PG
1413,4310,80589.0,25,507,93,520,242,40,26,0,70,0,1428,In relationship,PG
1414,2678,34412.0,62,52,12,50,4,36,55,1,24,1,209,Single,PG
1415,6376,57537.0,83,191,56,139,51,8,100,1,35,1,545,Single,PG
1416,524,22634.0,47,2,23,11,8,6,46,1,48,0,96,In relationship,UG
1417,10341,51315.0,45,68,28,39,16,30,41,0,66,0,222,In relationship,PG
